Sack,PassYds,Lost,PassTD,FG30_39,FG40_49,Team,Saf,FGM,RecYds,RushTD,TD_1,Points,Pts Allow,50+,FG50,FG20_29,TD,Week,40-49,FumTD,Rec,RecTD,XPM,RushYds,Made,FGA,Name,_position,0-19,RetTD,_team,FG0_19,Fum Rec,Def 2pt Ret,TwoPt,Opp,XPA,Int,30-39,20-29,Player
,0.0,0.06,0.0,,,,,,54.92,0.0,,11.77,,,,,,7,,0.0,4.18,0.35,,1.18,,,Jordan AddisonWR - MI,,,0.0,NSUS,,,,0.0,PHI,,0.0,,,Jordan AddisonWR - MINSUS
,0.0,0.06,0.0,,,,,,57.58,0.0,,11.77,,,,,,7,,0.0,3.94,0.35,,0.94,,,George Pickens,WR,,0.0,DAL,,,,0.0,WAS,,0.0,,,George PickensWR - DAL
,0.0,0.06,0.0,,,,,,54.87,0.0,,11.76,,,,,,7,,0.0,4.02,0.35,,2.72,,,Calvin Ridley,WR,,0.0,TEN,,,,0.0,NE,,0.0,,,Calvin RidleyWR - TEN
,0.0,0.05,0.0,,,,,,52.15,0.0,,11.56,,,,,,7,,0.0,4.44,0.33,,0.27,,,DeVonta Smith,WR,,0.0,PHI,,,,0.0,@MIN,,0.0,,,DeVonta SmithWR - PHI
,0.0,0.02,0.0,,,,,,54.4,0.0,,11.5,,,,,,7,,0.0,3.7,0.4,,0.0,,,Brandon AiyukWR - S,,,0.0,FPUP,,,,0.0,ATL,,0.0,,,Brandon AiyukWR - SFPUP
,0.0,0.06,0.0,,,,,,49.13,0.0,,11.41,,,,,,7,,0.0,4.49,0.35,,0.3,,,Chris GodwinWR - T,,,0.0,BPUP,,,,0.0,@DET,,0.0,,,Chris GodwinWR - TBPUP
,0.0,0.06,0.0,,,,,,53.39,0.0,,11.41,,,,,,7,,0.0,3.97,0.36,,0.59,,,Rome Odunze,WR,,0.0,CHI,,,,0.0,NO,,0.0,,,Rome OdunzeWR - CHI
,0.0,0.06,0.0,,,,,,55.14,0.0,,11.35,,,,,,7,,0.0,4.19,0.29,,0.29,,,Jerry Jeudy,WR,,0.0,CLE,,,,0.0,MIA,,0.0,,,Jerry JeudyWR - CLE
,0.0,0.06,0.0,,,,,,51.82,0.0,,11.19,,,,,,7,,0.0,3.97,0.36,,0.0,,,Jauan Jennings,WR,,0.0,SFQ,,,,0.0,ATL,,0.0,,,Jauan JenningsWR - SFQ
,0.82,0.06,0.0,,,,,,50.44,0.0,,11.11,,,,,,7,,0.0,4.34,0.29,,0.7,,,Jakobi Meyers,WR,,0.0,LV,,,,0.0,@KC,,0.0,,,Jakobi MeyersWR - LVView News
,0.0,0.06,0.0,,,,,,51.02,0.0,,10.72,,,,,,7,,0.0,3.91,0.3,,0.3,,,Chris Olave,WR,,0.0,NO,,,,0.0,@CHI,,0.0,,,Chris OlaveWR - NOView News
,0.0,0.06,0.0,,,,,,51.18,0.0,,10.62,,,,,,7,,0.0,3.88,0.29,,0.0,,,Jaylen Waddle,WR,,0.0,MIA,,,,0.0,@CLE,,0.0,,,Jaylen WaddleWR - MIA
,0.0,0.06,0.0,,,,,,48.13,0.0,,10.34,,,,,,7,,0.0,3.62,0.3,,2.25,,,Ricky Pearsall,WR,,0.0,SF,,,,0.0,ATL,,0.0,,,Ricky PearsallWR - SFView News
,0.0,0.0,0.0,,,,,,47.18,0.0,,10.27,,,,,,7,,0.0,3.45,0.32,,1.78,,,Matthew Golden,WR,,0.0,GB,,,,0.0,@ARI,,0.0,,,Matthew GoldenWR - GBView News
,0.0,0.06,0.0,,,,,,42.82,0.06,,10.25,,,,,,7,,0.0,3.41,0.29,,5.82,,,Jayden Reed,WR,,0.0,GBQ,,,,0.0,@ARI,,0.0,,,Jayden ReedWR - GBQ
,0.0,0.06,0.0,,,,,,39.51,0.06,,9.95,,,,,,7,,0.0,3.16,0.29,,5.03,,,Marvin Mims Jr.,WR,,0.06,DEN,,,,0.0,NYG,,0.0,,,Marvin Mims Jr.WR - DEN
,0.0,0.06,0.0,,,,,,42.12,0.0,,9.88,,,,,,7,,0.0,3.98,0.29,,0.7,,,Cooper Kupp,WR,,0.0,SEA,,,,0.0,HOU,,0.0,,,Cooper KuppWR - SEA
,0.0,0.06,0.0,,,,,,44.83,0.0,,9.84,,,,,,7,,0.0,3.14,0.28,,2.37,,,Rashid Shaheed,WR,,0.07,NO,,,,0.0,@CHI,,0.0,,,Rashid ShaheedWR - NOView News
,0.0,0.06,0.0,,,,,,47.16,0.0,,9.83,,,,,,7,,0.0,3.46,0.29,,0.29,,,Darnell Mooney,WR,,0.0,ATLQ,,,,0.0,@SF,,0.0,,,Darnell MooneyWR - ATLQ
,0.0,0.05,0.0,,,,,,41.93,0.05,,9.78,,,,,,7,,0.0,3.28,0.25,,6.06,,,Deebo Samuel Sr.,WR,,0.0,WAS,,,,0.0,@DAL,,0.0,,,Deebo Samuel Sr.WR - WAS
,0.0,0.05,0.0,,,,,,41.61,0.0,,9.75,,,,,,7,,0.0,3.71,0.32,,0.58,,,Stefon Diggs,WR,,0.0,NEQ,,,,0.0,@TEN,,0.0,,,Stefon DiggsWR - NEQ
,0.0,0.06,0.0,,,,,,44.34,0.0,,9.59,,,,,,7,,0.0,3.8,0.23,,0.99,,,Josh Downs,WR,,0.0,INDQ,,,,0.0,@LAC,,0.0,,,Josh DownsWR - INDQView News
,0.0,0.07,0.0,,,,,,41.02,0.0,,9.27,,,,,,7,,0.0,3.5,0.29,,0.66,,,Christian Kirk,WR,,0.0,HOU,,,,0.0,@SEA,,0.0,,,Christian KirkWR - HOUView News
,0.0,0.06,0.0,,,,,,42.36,0.0,,9.16,,,,,,7,,0.0,3.63,0.23,,0.29,,,Michael Pittman,WR,,0.0,IND,,,,0.0,@LAC,,0.0,,,Michael PittmanWR - INDView News
,0.0,0.07,0.0,,,,,,37.6,0.07,,9.14,,,,,,7,,0.0,3.16,0.27,,3.16,,,Luther Burden III,WR,,0.0,CHI,,,,0.0,NO,,0.0,,,Luther Burden IIIWR - CHI
,0.0,0.0,0.0,,,,,,41.59,0.0,,8.94,,,,,,7,,0.0,3.13,0.27,,0.33,,,Jayden Higgins,WR,,0.0,HOU,,,,0.0,@SEA,,0.0,,,Jayden HigginsWR - HOUView News
,0.0,0.06,0.0,,,,,,36.68,0.0,,8.34,,,,,,7,,0.0,3.32,0.24,,0.3,,,Adam Thielen,WR,,0.0,CAR,,,,0.0,@NYJ,,0.0,,,Adam ThielenWR - CAR
,0.0,0.0,0.0,,,,,,36.66,0.0,,8.24,,,,,,7,,0.0,3.13,0.24,,0.0,,,Jack Bech,WR,,0.0,LV,,,,0.0,@KC,,0.0,,,Jack BechWR - LV
,0.0,0.05,0.0,,,,,,38.9,0.0,,7.87,,,,,,7,,0.0,2.86,0.2,,0.2,,,Tre Harris,WR,,0.0,LAC,,,,0.0,IND,,0.0,,,Tre HarrisWR - LACView News
,0.0,0.0,0.0,,,,,,36.24,0.0,,7.78,,,,,,7,,0.0,2.72,0.24,,0.0,,,Marquise Brown,WR,,0.0,KCQ,,,,0.0,LV,,0.0,,,Marquise BrownWR - KCQ
,0.0,0.06,0.0,,,,,,31.76,0.0,,7.78,,,,,,7,,0.0,3.54,0.18,,1.0,,,Wan'Dale Robinson,WR,,0.0,NYG,,,,0.0,@DEN,,0.0,,,Wan'Dale RobinsonWR - NYGView News
,0.0,0.06,0.0,,,,,,32.98,0.0,,7.74,,,,,,7,,0.0,3.02,0.25,,0.37,,,Keenan Allen,WR,,0.0,LAC,,,,0.0,IND,,0.0,,,Keenan AllenWR - LAC
,0.0,0.06,0.0,,,,,,36.0,0.0,,7.69,,,,,,7,,0.0,2.81,0.23,,0.23,,,Emeka Egbuka,WR,,0.0,TB,,,,0.0,@DET,,0.0,,,Emeka EgbukaWR - TBView News
,0.0,0.06,0.0,,,,,,34.26,0.0,,7.45,,,,,,7,,0.0,2.64,0.23,,1.23,,,Jalen McMillan,WR,,0.0,TBQ,,,,0.0,@DET,,0.0,,,Jalen McMillanWR - TBQView News
,0.0,0.0,0.0,,,,,,32.18,0.0,,7.39,,,,,,7,,0.0,2.96,0.18,,1.36,,,DeMario Douglas,WR,,0.0,NE,,,,0.0,@TEN,,0.0,,,DeMario DouglasWR - NEView News
,0.0,0.0,0.0,,,,,,34.94,0.0,,7.31,,,,,,7,,0.0,2.38,0.24,,0.0,,,Kyle Williams,WR,,0.0,NE,,,,0.0,@TEN,,0.0,,,Kyle WilliamsWR - NEView News
,0.0,0.0,0.0,,,,,,35.61,0.0,,7.11,,,,,,7,,0.0,2.17,0.23,,0.0,,,Alec Pierce,WR,,0.0,INDQ,,,,0.0,@LAC,,0.0,,,Alec PierceWR - INDQView News
,0.0,0.0,0.0,,,,,,30.4,0.0,,7.02,,,,,,7,,0.0,2.57,0.23,,0.29,,,Michael Wilson,WR,,0.0,ARI,,,,0.0,GB,,0.0,,,Michael WilsonWR - ARI
,0.0,0.05,0.0,,,,,,32.57,0.0,,6.9,,,,,,7,,0.0,2.44,0.21,,0.47,,,Quentin Johnston,WR,,0.0,LACQ,,,,0.0,IND,,0.0,,,Quentin JohnstonWR - LACQView News
,0.0,0.0,0.0,,,,,,32.42,0.0,,6.69,,,,,,7,,0.0,2.39,0.17,,0.41,,,Dyami Brown,WR,,0.0,JAX,,,,0.0,LAR,,0.0,,,Dyami BrownWR - JAXView News
,0.0,0.0,0.0,,,,,,31.31,0.0,,6.62,,,,,,7,,0.0,2.38,0.18,,0.3,,,Cedric Tillman,WR,,0.0,CLE,,,,0.0,MIA,,0.0,,,Cedric TillmanWR - CLEView News
,0.0,0.0,0.0,,,,,,32.04,0.0,,6.44,,,,,,7,,0.0,2.16,0.18,,0.0,,,Darius Slayton,WR,,0.0,NYG,,,,0.0,@DEN,,0.0,,,Darius SlaytonWR - NYGView News
,0.0,0.06,0.0,,,,,,28.66,0.0,,6.42,,,,,,7,,0.0,2.29,0.23,,0.0,,,Romeo Doubs,WR,,0.0,GBQ,,,,0.0,@ARI,,0.0,,,Romeo DoubsWR - GBQ
,0.0,0.0,0.0,,,,,,26.83,0.0,,6.38,,,,,,7,,0.0,2.45,0.18,,1.69,,,Jordan Whittington,WR,,0.0,LAR,,,,0.0,@JAX,,0.0,,,Jordan WhittingtonWR - LAR
,0.0,0.0,0.0,,,,,,28.92,0.0,,6.32,,,,,,7,,0.0,2.3,0.18,,0.47,,,Jalen Coker,WR,,0.0,CARQ,,,,0.0,@NYJ,,0.0,,,Jalen CokerWR - CARQ
,0.0,0.0,0.0,,,,,,24.22,0.0,,5.94,,,,,,7,,0.0,2.08,0.21,,1.8,,,Jaylin Noel,WR,,0.0,HOU,,,,0.0,@SEA,,0.0,,,Jaylin NoelWR - HOU
,0.0,0.0,0.0,,,,,,27.12,0.0,,5.88,,,,,,7,,0.0,2.15,0.17,,0.0,,,Dontayvion Wicks,WR,,0.0,GBQ,,,,0.0,@ARI,,0.0,,,Dontayvion WicksWR - GBQ
,0.0,0.0,0.0,,,,,,26.43,0.0,,5.83,,,,,,7,,0.0,2.31,0.13,,0.93,,,Calvin Austin III,WR,,0.0,PITQ,,,,0.0,@CIN,,0.0,,,Calvin Austin IIIWR - PITQ
,0.0,0.0,0.0,,,,,,24.81,0.0,,5.83,,,,,,7,,0.0,2.27,0.18,,0.0,,,Tyler Lockett,WR,,0.0,TEN,,,,0.0,NE,,0.0,,,Tyler LockettWR - TEN
,0.0,0.0,0.0,,,,,,25.07,0.0,,5.72,,,,,,7,,0.0,2.13,0.18,,0.0,,,Jalen Royals,WR,,0.0,KC,,,,0.0,LV,,0.0,,,Jalen RoyalsWR - KC
,0.0,0.06,0.0,,,,,,25.57,0.0,,5.64,,,,,,7,,0.0,2.02,0.18,,1.07,,,Xavier Legette,WR,,0.0,CAR,,,,0.0,@NYJ,,0.0,,,Xavier LegetteWR - CAR
,0.0,0.0,0.0,,,,,,25.86,0.0,,5.55,,,,,,7,,0.0,1.78,0.18,,1.07,,,Adonai Mitchell,WR,,0.0,IND,,,,0.0,@LAC,,0.0,,,Adonai MitchellWR - INDView News
,0.0,0.0,0.0,,,,,,27.02,0.0,,5.54,,,,,,7,,0.0,1.76,0.18,,0.0,,,Marquez Valdes-Scantling,WR,,0.0,SEA,,,,0.0,HOU,,0.0,,,Marquez Valdes-ScantlingWR - SEA
,0.0,0.0,0.0,,,,,,24.98,0.0,,5.45,,,,,,7,,0.0,1.87,0.18,,0.0,,,Kayshon Boutte,WR,,0.0,NE,,,,0.0,@TEN,,0.0,,,Kayshon BoutteWR - NE
,0.0,0.0,0.0,,,,,,25.16,0.0,,5.35,,,,,,7,,0.0,1.95,0.13,,1.07,,,Tutu Atwell,WR,,0.0,LAR,,,,0.0,@JAX,,0.0,,,Tutu AtwellWR - LAR
,0.0,0.0,0.0,,,,,,23.85,0.0,,5.27,,,,,,7,,0.0,1.86,0.17,,0.0,,,Allen Lazard,WR,,0.0,NYJQ,,,,0.0,CAR,,0.0,,,Allen LazardWR - NYJQ
,0.0,0.06,0.0,,,,,,19.32,0.06,,5.21,,,,,,7,,0.0,1.5,0.12,,4.62,,,KaVontae Turpin,WR,,0.06,DAL,,,,0.0,WAS,,0.0,,,KaVontae TurpinWR - DAL
,0.0,0.0,0.0,,,,,,22.34,0.0,,5.17,,,,,,7,,0.0,1.75,0.18,,1.05,,,Jalen Nailor,WR,,0.0,MINQ,,,,0.0,PHI,,0.0,,,Jalen NailorWR - MINQView News
,0.0,0.0,0.0,,,,,,20.24,0.0,,5.1,,,,,,7,,0.0,2.06,0.12,,3.0,,,Malachi Corley,WR,,0.0,NYJ,,,,0.0,CAR,,0.0,,,Malachi CorleyWR - NYJ
,0.0,0.0,0.0,,,,,,23.02,0.0,,5.07,,,,,,7,,0.0,1.66,0.18,,0.24,,,Troy Franklin,WR,,0.0,DEN,,,,0.0,NYG,,0.0,,,Troy FranklinWR - DENView News
,0.0,0.06,0.0,,,,,,22.46,0.0,,4.92,,,,,,7,,0.0,2.07,0.12,,0.0,,,Diontae Johnson,WR,,0.0,CLE,,,,0.0,MIA,,0.0,,,Diontae JohnsonWR - CLE
,0.0,0.06,0.0,,,,,,19.31,0.0,,4.88,,,,,,7,,0.0,1.88,0.12,,1.06,,,Malik Washington,WR,,0.06,MIA,,,,0.0,@CLE,,0.0,,,Malik WashingtonWR - MIA
,0.0,0.0,0.0,,,,,,23.25,0.0,,4.87,,,,,,7,,0.0,1.79,0.12,,0.36,,,Brandin Cooks,WR,,0.0,NO,,,,0.0,@CHI,,0.0,,,Brandin CooksWR - NO
,0.0,0.0,0.0,,,,,,21.92,0.0,,4.71,,,,,,7,,0.0,1.8,0.12,,0.0,,,Jalen Tolbert,WR,,0.0,DAL,,,,0.0,WAS,,0.0,,,Jalen TolbertWR - DAL
,0.0,0.0,0.0,,,,,,20.6,0.0,,4.67,,,,,,7,,0.0,1.53,0.18,,0.0,,,Nick Westbrook-Ikhine,WR,,0.0,MIA,,,,0.0,@CLE,,0.0,,,Nick Westbrook-IkhineWR - MIA
,0.0,0.0,0.0,,,,,,21.39,0.0,,4.59,,,,,,7,,0.0,1.73,0.12,,0.0,,,Tory Horton,WR,,0.0,SEAQ,,,,0.0,HOU,,0.0,,,Tory HortonWR - SEAQ
,0.0,0.0,0.0,,,,,,16.45,0.0,,4.39,,,,,,7,,0.0,1.81,0.12,,2.17,,,Greg Dortch,WR,,0.0,ARI,,,,0.0,GB,,0.0,,,Greg DortchWR - ARI
,0.0,0.0,0.0,,,,,,20.75,0.0,,4.37,,,,,,7,,0.0,1.39,0.15,,0.0,,,Isaac TeSlaa,WR,,0.0,DET,,,,0.0,TB,,0.0,,,Isaac TeSlaaWR - DETView News
,0.0,0.0,0.0,,,,,,18.84,0.0,,4.36,,,,,,7,,0.0,1.76,0.12,,0.0,,,Robert Woods,WR,,0.0,PIT,,,,0.0,@CIN,,0.0,,,Robert WoodsWR - PIT
,0.0,0.0,0.0,,,,,,17.85,0.0,,4.33,,,,,,7,,0.0,1.81,0.12,,0.18,,,Devaughn Vele,WR,,0.0,DEN,,,,0.0,NYG,,0.0,,,Devaughn VeleWR - DEN
,0.0,0.0,0.0,,,,,,18.72,0.0,,4.31,,,,,,7,,0.0,1.51,0.12,,2.09,,,Tre Tucker,WR,,0.0,LV,,,,0.0,@KC,,0.0,,,Tre TuckerWR - LV
,0.0,0.0,0.0,,,,,,20.4,0.0,,4.24,,,,,,7,,0.0,1.44,0.12,,0.36,,,Jermaine Burton,WR,,0.0,CINQ,,,,0.0,PIT,,0.0,,,Jermaine BurtonWR - CINQ
,0.0,0.0,0.0,,,,,,20.27,0.0,,4.23,,,,,,7,,0.0,1.48,0.12,,0.0,,,Demarcus Robinson,WR,,0.0,SF,,,,0.0,ATL,,0.0,,,Demarcus RobinsonWR - SF
,0.0,0.0,0.0,,,,,,18.6,0.0,,4.2,,,,,,7,,0.0,1.56,0.12,,0.6,,,Elic Ayomanor,WR,,0.0,TEN,,,,0.0,NE,,0.0,,,Elic AyomanorWR - TEN
,0.0,0.0,0.0,,,,,,19.32,0.0,,4.17,,,,,,7,,0.0,1.52,0.12,,0.0,,,Noah Brown,WR,,0.0,WAS,,,,0.0,@DAL,,0.0,,,Noah BrownWR - WAS
,0.0,0.0,0.0,,,,,,19.86,0.0,,4.15,,,,,,7,,0.0,1.44,0.12,,0.0,,,Roman Wilson,WR,,0.0,PIT,,,,0.0,@CIN,,0.0,,,Roman WilsonWR - PITView News
,0.0,0.0,0.0,,,,,,18.56,0.0,,4.12,,,,,,7,,0.0,1.46,0.12,,0.88,,,Tai Felton,WR,,0.0,MIN,,,,0.0,PHI,,0.0,,,Tai FeltonWR - MINView News
,0.0,0.0,0.0,,,,,,18.24,0.0,,4.1,,,,,,7,,0.0,1.56,0.12,,0.0,,,Andrei Iosivas,WR,,0.0,CIN,,,,0.0,PIT,,0.0,,,Andrei IosivasWR - CIN
,0.0,0.0,0.0,,,,,,19.26,0.0,,4.07,,,,,,7,,0.0,1.35,0.12,,0.7,,,Chimere Dike,WR,,0.0,TEN,,,,0.0,NE,,0.0,,,Chimere DikeWR - TEN
,0.0,0.0,0.0,,,,,,18.11,0.0,,3.96,,,,,,7,,0.0,1.36,0.12,,0.71,,,Dont'e Thornton Jr.,WR,,0.0,LV,,,,0.0,@KC,,0.0,,,Dont'e Thornton Jr.WR - LV
,0.0,0.06,0.0,,,,,,14.29,0.0,,3.7,,,,,,7,,0.0,1.46,0.12,,2.1,,,Ray-Ray McCloud,WR,,0.0,ATL,,,,0.0,@SF,,0.0,,,Ray-Ray McCloudWR - ATLView News
,0.0,0.0,0.0,,,,,,14.13,0.0,,3.52,,,,,,7,,0.0,1.37,0.12,,0.18,,,Olamide Zaccheaus,WR,,0.0,CHI,,,,0.0,NO,,0.0,,,Olamide ZaccheausWR - CHI
,0.0,0.0,0.0,,,,,,14.37,0.0,,3.47,,,,,,7,,0.0,1.19,0.12,,1.19,,,Savion Williams,WR,,0.0,GB,,,,0.0,@ARI,,0.0,,,Savion WilliamsWR - GB
,0.0,0.0,0.0,,,,,,13.86,0.0,,3.25,,,,,,7,,0.0,1.14,0.12,,0.0,,,Pat Bryant,WR,,0.0,DEN,,,,0.0,NYG,,0.0,,,Pat BryantWR - DENView News
,0.0,0.0,0.0,,,,,,13.35,0.0,,3.11,,,,,,7,,0.0,1.05,0.12,,0.0,,,Mack Hollins,WR,,0.0,NE,,,,0.0,@TEN,,0.0,,,Mack HollinsWR - NE
,0.0,0.0,0.0,,,,,,13.2,0.0,,2.82,,,,,,7,,0.0,1.2,0.0,,3.0,,,Kendrick Bourne,WR,,0.0,NEQ,,,,0.0,@TEN,,0.0,,,Kendrick BourneWR - NEQView News
,0.0,0.0,0.0,,,,,,10.19,0.0,,2.63,,,,,,7,,0.0,1.09,0.08,,0.39,,,Luke McCaffrey,WR,,0.0,WAS,,,,0.0,@DAL,,0.0,,,Luke McCaffreyWR - WAS
,0.0,0.0,0.0,,,,,,10.8,0.0,,2.43,,,,,,7,,0.0,0.9,0.06,,0.9,,,Arian Smith,WR,,0.0,NYJ,,,,0.0,CAR,,0.0,,,Arian SmithWR - NYJ
,0.0,0.0,0.0,,,,,,10.04,0.0,,2.31,,,,,,7,,0.0,0.92,0.06,,0.29,,,Jahan Dotson,WR,,0.0,PHI,,,,0.0,@MIN,,0.0,,,Jahan DotsonWR - PHI
,0.0,0.0,0.0,,,,,,10.5,0.0,,2.29,,,,,,7,,0.0,0.88,0.06,,0.0,,,Tim Patrick,WR,,0.0,DET,,,,0.0,TB,,0.0,,,Tim PatrickWR - DET
,0.0,0.06,0.0,,,,,,8.74,0.0,,2.29,,,,,,7,,0.0,0.75,0.06,,0.69,,,Kalif Raymond,WR,,0.06,DET,,,,0.0,TB,,0.0,,,Kalif RaymondWR - DET
,0.0,0.0,0.0,,,,,,8.64,0.0,,2.06,,,,,,7,,0.0,0.84,0.06,,0.0,,,JuJu Smith-Schuster,WR,,0.0,KC,,,,0.0,LV,,0.0,,,JuJu Smith-SchusterWR - KC
,0.0,0.0,0.0,,,,,,8.7,0.0,,1.95,,,,,,7,,0.0,0.72,0.06,,0.0,,,KhaDarel Hodge,WR,,0.0,ATL,,,,0.0,@SF,,0.0,,,KhaDarel HodgeWR - ATLView News
,0.0,0.0,0.0,,,,,,8.01,0.0,,1.91,,,,,,7,,0.0,0.73,0.06,,0.18,,,Xavier Restrepo,WR,,0.0,TEN,,,,0.0,NE,,0.0,,,Xavier RestrepoWR - TEN
,0.0,0.0,0.0,,,,,,7.82,0.0,,1.87,,,,,,7,,0.0,0.73,0.06,,0.0,,,Van Jefferson,WR,,0.0,TEN,,,,0.0,NE,,0.0,,,Van JeffersonWR - TEN
,0.0,0.0,0.0,,,,,,8.86,0.0,,1.86,,,,,,7,,0.0,0.61,0.06,,0.0,,,Jalin Hyatt,WR,,0.0,NYG,,,,0.0,@DEN,,0.0,,,Jalin HyattWR - NYGView News
,0.0,0.0,0.0,,,,,,7.64,0.0,,1.84,,,,,,7,,0.0,0.69,0.06,,0.23,,,Parker Washington,WR,,0.0,JAX,,,,0.0,LAR,,0.0,,,Parker WashingtonWR - JAX
,0.0,0.06,0.0,,,,,,85.93,0.0,,18.91,,,,,,8,,0.0,6.52,0.63,,1.33,,,Ja'Marr Chase,WR,,0.0,CIN,,,,0.0,NYJ,,0.0,,,Ja'Marr ChaseWR - CIN
,0.0,0.06,0.0,,,,,,85.76,0.0,,17.3,,,,,,8,,0.0,5.95,0.47,,0.77,,,Justin Jefferson,WR,,0.0,MINQ,,,,0.0,@LAC,,0.0,,,Justin JeffersonWR - MINQ
,0.0,0.06,0.0,,,,,,72.2,0.06,,16.89,,,,,,8,,0.0,6.13,0.47,,4.77,,,CeeDee Lamb,WR,,0.0,DAL,,,,0.0,@DEN,,0.0,,,CeeDee LambWR - DAL
,0.0,0.06,0.0,,,,,,72.56,0.0,,15.83,,,,,,8,,0.0,5.79,0.45,,1.99,,,Malik Nabers,WR,,0.0,NYGQ,,,,0.0,@PHI,,0.0,,,Malik NabersWR - NYGQView News
,0.0,0.06,0.0,,,,,,74.3,0.0,,15.61,,,,,,8,,0.0,5.09,0.53,,0.29,,,Nico Collins,WR,,0.0,HOU,,,,0.0,SF,,0.0,,,Nico CollinsWR - HOUView News
,0.0,0.05,0.0,,,,,,67.8,0.0,,14.76,,,,,,8,,0.0,5.38,0.44,,0.6,,,Drake London,WR,,0.0,ATL,,,,0.0,MIA,,0.0,,,Drake LondonWR - ATL
,0.0,0.06,0.0,,,,,,67.68,0.0,,14.51,,,,,,8,,0.0,5.36,0.41,,0.41,,,Ladd McConkey,WR,,0.0,LAC,,,,0.0,MIN,,0.0,,,Ladd McConkeyWR - LACView News
,0.0,0.05,0.0,,,,,,66.48,0.0,,14.41,,,,,,8,,0.0,5.09,0.43,,1.88,,,Tyreek Hill,WR,,0.0,MIAQ,,,,0.0,@ATL,,0.0,,,Tyreek HillWR - MIAQ
,0.0,0.06,0.0,,,,,,69.07,0.0,,13.86,,,,,,8,,0.0,4.73,0.39,,0.0,,,A.J. Brown,WR,,0.0,PHIQ,,,,0.0,NYG,,0.0,,,A.J. BrownWR - PHIQ
,0.0,0.06,0.0,,,,,,63.73,0.0,,13.6,,,,,,8,,0.0,5.03,0.35,,2.14,,,Garrett Wilson,WR,,0.0,NYJ,,,,0.0,@CIN,,0.0,,,Garrett WilsonWR - NYJView News
,0.0,0.06,0.0,,,,,,65.39,0.0,,13.58,,,,,,8,,0.0,4.67,0.41,,0.35,,,Terry McLaurin,WR,,0.0,WAS,,,,0.0,@KC,,0.0,,,Terry McLaurinWR - WAS
,0.0,0.06,0.0,,,,,,61.14,0.0,,13.45,,,,,,8,,0.0,4.28,0.53,,0.0,,,Mike Evans,WR,,0.0,TB,,,,0.0,@NO,,0.0,,,Mike EvansWR - TB
,0.0,0.06,0.0,,,,,,60.18,0.0,,13.32,,,,,,8,,0.0,4.92,0.37,,2.83,,,DJ Moore,WR,,0.0,CHI,,,,0.0,@BAL,,0.0,,,DJ MooreWR - CHI
,0.0,0.06,0.0,,,,,,55.49,0.0,,13.13,,,,,,8,,0.0,4.93,0.45,,0.7,,,Rashee Rice,WR,,0.0,KC,,,,0.0,WAS,,0.0,,,Rashee RiceWR - KC
,0.0,0.06,0.0,,,,,,59.19,0.0,,13.09,,,,,,8,,0.0,4.59,0.45,,0.0,,,Tee Higgins,WR,,0.0,CIN,,,,0.0,NYJ,,0.0,,,Tee HigginsWR - CIN
,0.0,0.06,0.0,,,,,,56.83,0.0,,12.78,,,,,,8,,0.0,4.6,0.41,,1.59,,,Tetairoa McMillan,WR,,0.0,CAR,,,,0.0,BUF,,0.0,,,Tetairoa McMillanWR - CARView News
,0.0,0.06,0.0,,,,,,49.75,0.06,,12.25,,,,,,8,,0.0,4.03,0.41,,5.45,,,Xavier Worthy,WR,,0.0,KC,,,,0.0,WAS,,0.0,,,Xavier WorthyWR - KC
,0.0,0.06,0.0,,,,,,55.78,0.0,,12.07,,,,,,8,,0.0,4.15,0.41,,0.0,,,Courtland Sutton,WR,,0.0,DEN,,,,0.0,DAL,,0.0,,,Courtland SuttonWR - DEN
,0.0,0.05,0.0,,,,,,57.49,0.0,,11.81,,,,,,8,,0.0,4.03,0.35,,0.3,,,DK Metcalf,WR,,0.0,PIT,,,,0.0,GB,,0.0,,,DK MetcalfWR - PIT
,0.0,0.06,0.0,,,,,,54.92,0.0,,11.77,,,,,,8,,0.0,4.18,0.35,,1.18,,,Jordan AddisonWR - MI,,,0.0,NSUS,,,,0.0,@LAC,,0.0,,,Jordan AddisonWR - MINSUS
,0.0,0.06,0.0,,,,,,57.58,0.0,,11.77,,,,,,8,,0.0,3.94,0.35,,0.94,,,George Pickens,WR,,0.0,DAL,,,,0.0,@DEN,,0.0,,,George PickensWR - DAL
,0.0,0.06,0.0,,,,,,54.87,0.0,,11.76,,,,,,8,,0.0,4.02,0.35,,2.72,,,Calvin Ridley,WR,,0.0,TEN,,,,0.0,@IND,,0.0,,,Calvin RidleyWR - TEN
,0.0,0.02,0.0,,,,,,55.7,0.0,,11.7,,,,,,8,,0.0,4.01,0.36,,0.0,,,Brandon AiyukWR - S,,,0.0,FPUP,,,,0.0,@HOU,,0.0,,,Brandon AiyukWR - SFPUP
,0.0,0.05,0.0,,,,,,52.15,0.0,,11.56,,,,,,8,,0.0,4.44,0.33,,0.27,,,DeVonta Smith,WR,,0.0,PHI,,,,0.0,NYG,,0.0,,,DeVonta SmithWR - PHI
,0.0,0.06,0.0,,,,,,49.13,0.0,,11.41,,,,,,8,,0.0,4.49,0.35,,0.3,,,Chris GodwinWR - T,,,0.0,BPUP,,,,0.0,@NO,,0.0,,,Chris GodwinWR - TBPUP
